,created_by,created_at,closed_by,closed_at,labels,interactions,repository,type,size,merged_at,commits_number,referenced_issues,reviews,requested_reviewers
147,zak-hassan-hs,1559758862,durandom,1559885837.0,[],"{'thoth-zuul[bot]': 135, 'durandom': 29, 'zak-hassan-hs': 7}",AICoE/log-anomaly-detector,PullRequest,L,1559885837.0,2.0,[],"{'246259774': {'author': 'durandom', 'words_count': 2, 'submitted_at': 1559761972, 'state': 'CHANGES_REQUESTED'}, '246303167': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559769448, 'state': 'COMMENTED'}, '246303826': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559769604, 'state': 'COMMENTED'}, '246435723': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1559803651, 'state': 'COMMENTED'}, '246436451': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1559803748, 'state': 'COMMENTED'}, '246455346': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1559805992, 'state': 'COMMENTED'}, '246457588': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1559806263, 'state': 'COMMENTED'}, '246458020': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1559806310, 'state': 'COMMENTED'}, '246458964': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1559806423, 'state': 'COMMENTED'}, '246460303': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1559806591, 'state': 'COMMENTED'}, '246461235': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1559806698, 'state': 'COMMENTED'}, '246491252': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1559810413, 'state': 'COMMENTED'}, '246522134': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1559814989, 'state': 'COMMENTED'}, '246539659': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559817393, 'state': 'COMMENTED'}, '246540000': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559817437, 'state': 'COMMENTED'}, '246674752': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559830556, 'state': 'COMMENTED'}, '246674815': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559830563, 'state': 'COMMENTED'}, '246675212': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559830609, 'state': 'COMMENTED'}, '246675698': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559830663, 'state': 'COMMENTED'}, '246679779': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559831136, 'state': 'COMMENTED'}, '246679930': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559831157, 'state': 'COMMENTED'}, '246681079': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559831294, 'state': 'COMMENTED'}, '246683549': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559831596, 'state': 'COMMENTED'}, '246684815': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559831757, 'state': 'COMMENTED'}, '246685515': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559831847, 'state': 'COMMENTED'}, '246687696': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559832114, 'state': 'COMMENTED'}, '246951424': {'author': 'durandom', 'words_count': 14, 'submitted_at': 1559885771, 'state': 'APPROVED'}}",[]
148,zak-hassan-hs,1559673778,durandom,1559885580.0,[],"{'thoth-zuul[bot]': 30, 'zak-hassan-hs': 32}",AICoE/log-anomaly-detector,PullRequest,L,1559885580.0,1.0,[],"{'245826408': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1559709195, 'state': 'COMMENTED'}, '245931327': {'author': 'durandom', 'words_count': 6, 'submitted_at': 1559724363, 'state': 'CHANGES_REQUESTED'}, '246542034': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559817691, 'state': 'COMMENTED'}, '246656130': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1559828604, 'state': 'COMMENTED'}, '246950273': {'author': 'durandom', 'words_count': 2, 'submitted_at': 1559885572, 'state': 'APPROVED'}}",[]
149,zak-hassan-hs,1557860843,durandom,1558003638.0,[],"{'thoth-zuul[bot]': 75, 'zak-hassan-hs': 99, 'goern': 89, 'durandom': 24}",AICoE/log-anomaly-detector,PullRequest,L,1558003638.0,1.0,[],"{'237892295': {'author': 'durandom', 'words_count': 14, 'submitted_at': 1557926226, 'state': 'CHANGES_REQUESTED'}, '237999313': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1557938074, 'state': 'COMMENTED'}, '238002886': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1557938509, 'state': 'COMMENTED'}}",['goern']
150,zak-hassan-hs,1557790834,durandom,1558013326.0,[],"{'zak-hassan-hs': 35, 'thoth-zuul[bot]': 45}",AICoE/log-anomaly-detector,PullRequest,L,1558013326.0,2.0,[],"{'238470959': {'author': 'durandom', 'words_count': 8, 'submitted_at': 1558013305, 'state': 'APPROVED'}}",[]
151,zak-hassan-hs,1557513340,durandom,1558624085.0,[],"{'thoth-zuul[bot]': 556, 'zak-hassan-hs': 106, 'fridex': 1, 'goern': 78}",AICoE/log-anomaly-detector,PullRequest,XXL,1558624085.0,1.0,[],"{'241335201': {'author': 'durandom', 'words_count': 4, 'submitted_at': 1558624055, 'state': 'APPROVED'}}",['MichaelClifford']
152,zak-hassan-hs,1555548569,durandom,1558018654.0,[],"{'thoth-zuul[bot]': 195, 'zak-hassan-hs': 510, 'goern': 50, 'durandom': 12, 'fridex': 55}",AICoE/log-anomaly-detector,PullRequest,XL,1558018654.0,1.0,[],"{'238519509': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1558018645, 'state': 'APPROVED'}}",[]
153,zak-hassan-hs,1555081339,durandom,1558013525.0,[],"{'thoth-zuul[bot]': 120, 'vpavlin': 116, 'zak-hassan-hs': 87}",AICoE/log-anomaly-detector,PullRequest,M,1558013525.0,1.0,[],"{'238473225': {'author': 'durandom', 'words_count': 29, 'submitted_at': 1558013517, 'state': 'APPROVED'}}","['goern', 'vpavlin']"
154,zak-hassan-hs,1555003409,durandom,1558027055.0,[],"{'zak-hassan-hs': 217, 'thoth-zuul[bot]': 165, 'vpavlin': 64}",AICoE/log-anomaly-detector,PullRequest,L,1558027055.0,1.0,[],"{'226386286': {'author': 'goern', 'words_count': 1, 'submitted_at': 1555226722, 'state': 'CHANGES_REQUESTED'}, '226466804': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1555301901, 'state': 'COMMENTED'}, '226467167': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1555302002, 'state': 'COMMENTED'}, '226467307': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1555302039, 'state': 'COMMENTED'}, '227335362': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1555428040, 'state': 'COMMENTED'}, '227335809': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1555428093, 'state': 'COMMENTED'}, '227421841': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1555438670, 'state': 'COMMENTED'}, '236289594': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1557511363, 'state': 'COMMENTED'}, '236289641': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1557511370, 'state': 'COMMENTED'}, '236289692': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1557511379, 'state': 'COMMENTED'}, '236289790': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1557511393, 'state': 'COMMENTED'}, '236289833': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1557511399, 'state': 'COMMENTED'}, '236289982': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1557511425, 'state': 'COMMENTED'}, '238524267': {'author': 'durandom', 'words_count': 48, 'submitted_at': 1558019222, 'state': 'CHANGES_REQUESTED'}, '238587830': {'author': 'durandom', 'words_count': 2, 'submitted_at': 1558026981, 'state': 'APPROVED'}}",['goern']
155,goern,1553806858,durandom,1554115523.0,[],"{'thoth-zuul[bot]': 31, 'durandom': 117, 'goern': 33, 'zak-hassan-hs': 55}",AICoE/log-anomaly-detector,PullRequest,XXL,1554115523.0,2.0,[],"{'220656369': {'author': 'zak-hassan-hs', 'words_count': 27, 'submitted_at': 1553875220, 'state': 'CHANGES_REQUESTED'}, '220829287': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553962741, 'state': 'APPROVED'}}",['vpavlin']
156,zak-hassan-hs,1553791040,durandom,1553804100.0,[],"{'zak-hassan-hs': 129, 'durandom': 81, 'thoth-zuul[bot]': 45, 'goern': 81}",AICoE/log-anomaly-detector,PullRequest,M,1553804100.0,5.0,[],"{'220277622': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1553804052, 'state': 'APPROVED'}}",[]
157,zak-hassan-hs,1553785302,durandom,1553796296.0,[],{'zak-hassan-hs': 8},AICoE/log-anomaly-detector,PullRequest,M,1553796295.0,1.0,[],"{'220219295': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1553796288, 'state': 'APPROVED'}}","['goern', 'vpavlin']"
158,goern,1553776989,durandom,1553796221.0,[],"{'thoth-zuul[bot]': 37, 'goern': 64}",AICoE/log-anomaly-detector,PullRequest,M,1553796221.0,3.0,[],"{'220041703': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1553778425, 'state': 'APPROVED'}, '220218297': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1553796152, 'state': 'COMMENTED'}, '220218661': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1553796199, 'state': 'COMMENTED'}, '220218697': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1553796203, 'state': 'APPROVED'}, '220219198': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1553796274, 'state': 'COMMENTED'}}",[]
159,zak-hassan-hs,1553289753,durandom,1553751914.0,"['fact-store', 'feedback-loop', 'storage']","{'vpavlin': 90, 'zak-hassan-hs': 461}",AICoE/log-anomaly-detector,PullRequest,XL,1553751914.0,2.0,[],"{'219051511': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1553621026, 'state': 'DISMISSED'}, '219096136': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553622678, 'state': 'COMMENTED'}, '219096925': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553622773, 'state': 'COMMENTED'}, '219099071': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553623022, 'state': 'COMMENTED'}, '219099512': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553623079, 'state': 'COMMENTED'}, '219099754': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553623111, 'state': 'COMMENTED'}, '219099875': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553623129, 'state': 'COMMENTED'}, '219142486': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553628545, 'state': 'COMMENTED'}, '219143207': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553628623, 'state': 'COMMENTED'}, '219144924': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553628829, 'state': 'COMMENTED'}, '219598106': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553702314, 'state': 'COMMENTED'}, '219598287': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553702329, 'state': 'COMMENTED'}, '219707433': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553714854, 'state': 'COMMENTED'}, '219707492': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553714862, 'state': 'COMMENTED'}, '219707565': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553714871, 'state': 'COMMENTED'}, '219709032': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553715053, 'state': 'COMMENTED'}, '219709083': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553715061, 'state': 'COMMENTED'}, '219709425': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553715106, 'state': 'COMMENTED'}, '219720638': {'author': 'durandom', 'words_count': 20, 'submitted_at': 1553717044, 'state': 'CHANGES_REQUESTED'}, '219758321': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553722249, 'state': 'COMMENTED'}, '219758373': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553722257, 'state': 'COMMENTED'}, '219758412': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553722267, 'state': 'COMMENTED'}, '219758448': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553722273, 'state': 'COMMENTED'}, '219766240': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553723902, 'state': 'COMMENTED'}, '219766278': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553723913, 'state': 'COMMENTED'}, '219852251': {'author': 'durandom', 'words_count': 7, 'submitted_at': 1553751878, 'state': 'APPROVED'}}",['vpavlin']
160,zak-hassan-hs,1553185764,durandom,1553280962.0,[],{'zak-hassan-hs': 13},AICoE/log-anomaly-detector,PullRequest,L,1553280962.0,1.0,[],"{'217577965': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553221519, 'state': 'COMMENTED'}, '217947920': {'author': 'durandom', 'words_count': 8, 'submitted_at': 1553280950, 'state': 'APPROVED'}}","['MichaelClifford', 'vpavlin']"
161,zak-hassan-hs,1552937211,vpavlin,1553173026.0,[],"{'zak-hassan-hs': 14, 'vpavlin': 27}",AICoE/log-anomaly-detector,PullRequest,XL,1553173026.0,1.0,[],"{'217252806': {'author': 'vpavlin', 'words_count': 2, 'submitted_at': 1553172993, 'state': 'APPROVED'}}",[]
162,zak-hassan-hs,1552607831,durandom,1552639768.0,['process'],{'zak-hassan-hs': 3},AICoE/log-anomaly-detector,PullRequest,S,1552639767.0,1.0,[],"{'214943950': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1552639761, 'state': 'APPROVED'}}",[]
163,zak-hassan-hs,1552604796,durandom,1552639701.0,['process'],{'zak-hassan-hs': 3},AICoE/log-anomaly-detector,PullRequest,M,1552639701.0,1.0,[],"{'214943362': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1552639682, 'state': 'APPROVED'}}",[]
164,zak-hassan-hs,1552568158,durandom,1552589122.0,['process'],{'zak-hassan-hs': 14},AICoE/log-anomaly-detector,PullRequest,M,1552589121.0,1.0,[],"{'214726665': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1552589109, 'state': 'APPROVED'}, '214727328': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1552589200, 'state': 'COMMENTED'}, '214770627': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552594975, 'state': 'COMMENTED'}}",[]
165,zak-hassan-hs,1552495054,durandom,1552560621.0,[],{'zak-hassan-hs': 41},AICoE/log-anomaly-detector,PullRequest,S,1552560621.0,1.0,[],"{'214461211': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1552560615, 'state': 'APPROVED'}}",[]
166,zak-hassan-hs,1552494390,zak-hassan-hs,1552494904.0,[],{'zak-hassan-hs': 51},AICoE/log-anomaly-detector,PullRequest,S,,1.0,[],{},[]
167,zak-hassan-hs,1552488547,vpavlin,1553173068.0,[],"{'zak-hassan-hs': 12, 'durandom': 29, 'vpavlin': 12, 'MichaelClifford': 69}",AICoE/log-anomaly-detector,PullRequest,L,,1.0,[],{},['MichaelClifford']
168,zak-hassan-hs,1552483995,durandom,1552489109.0,[],"{'vpavlin': 45, 'zak-hassan-hs': 25}",AICoE/log-anomaly-detector,PullRequest,S,1552489109.0,1.0,[],"{'214048757': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1552489103, 'state': 'APPROVED'}}",[]
169,zak-hassan-hs,1552337673,vpavlin,1553079793.0,[],"{'zak-hassan-hs': 134, 'durandom': 8, 'fridex': 16}",AICoE/log-anomaly-detector,PullRequest,XL,1553079793.0,1.0,[],"{'213109762': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552338385, 'state': 'COMMENTED'}, '213109941': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552338412, 'state': 'COMMENTED'}, '213110039': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552338428, 'state': 'COMMENTED'}, '213110315': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552338479, 'state': 'COMMENTED'}, '213110718': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552338550, 'state': 'COMMENTED'}, '215608672': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1552913502, 'state': 'COMMENTED'}, '215611370': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1552913764, 'state': 'COMMENTED'}, '215612478': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1552913871, 'state': 'COMMENTED'}, '215613154': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1552913935, 'state': 'COMMENTED'}, '215799798': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552932827, 'state': 'COMMENTED'}, '215800344': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552932899, 'state': 'COMMENTED'}, '215801080': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552932993, 'state': 'COMMENTED'}, '215803175': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552933269, 'state': 'COMMENTED'}, '215816647': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552935067, 'state': 'COMMENTED'}, '215824304': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1552936013, 'state': 'COMMENTED'}, '216209495': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553003610, 'state': 'COMMENTED'}, '216217997': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1553004309, 'state': 'COMMENTED'}, '216676350': {'author': 'vpavlin', 'words_count': 6, 'submitted_at': 1553079784, 'state': 'APPROVED'}}","['durandom', 'MichaelClifford']"
170,zak-hassan-hs,1551833299,durandom,1552303293.0,[],"{'zak-hassan-hs': 81, 'durandom': 47}",AICoE/log-anomaly-detector,PullRequest,XXL,1552303293.0,2.0,[],"{'212802506': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1552303287, 'state': 'APPROVED'}}",[]
171,zak-hassan-hs,1551805398,durandom,1551807501.0,[],{},AICoE/log-anomaly-detector,PullRequest,XS,1551807501.0,1.0,[],"{'210851792': {'author': 'durandom', 'words_count': 5, 'submitted_at': 1551807495, 'state': 'APPROVED'}}",[]
172,sesheta,1551440429,vpavlin,1553173078.0,['bot'],{},AICoE/log-anomaly-detector,PullRequest,XL,,1.0,[],{},[]
173,durandom,1551430947,durandom,1551441901.0,[],{},AICoE/log-anomaly-detector,PullRequest,XS,1551441901.0,1.0,[],"{'209534911': {'author': 'vpavlin', 'words_count': 6, 'submitted_at': 1551435274, 'state': 'APPROVED'}}",[]
174,stickler-ci[bot],1551426601,durandom,1551430784.0,[],{},AICoE/log-anomaly-detector,PullRequest,XS,1551430784.0,1.0,[],"{'209504946': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1551430769, 'state': 'APPROVED'}}",[]
175,zak-hassan-hs,1551376063,durandom,1551561242.0,[],"{'zak-hassan-hs': 31, 'durandom': 23}",AICoE/log-anomaly-detector,PullRequest,XXL,1551561241.0,1.0,[],"{'209884508': {'author': 'durandom', 'words_count': 9, 'submitted_at': 1551558063, 'state': 'CHANGES_REQUESTED'}, '209885947': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551560553, 'state': 'COMMENTED'}, '209886235': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1551561235, 'state': 'APPROVED'}}","['MichaelClifford', 'vpavlin']"
176,zak-hassan-hs,1549401899,durandom,1551769231.0,[],"{'zak-hassan-hs': 145, 'durandom': 151, 'vpavlin': 34}",AICoE/log-anomaly-detector,PullRequest,M,1551769231.0,1.0,[],"{'200738473': {'author': 'durandom', 'words_count': 18, 'submitted_at': 1549475120, 'state': 'CHANGES_REQUESTED'}, '200834821': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549487912, 'state': 'COMMENTED'}, '201240530': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549559131, 'state': 'COMMENTED'}, '201241314': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549559236, 'state': 'COMMENTED'}, '201305728': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1549567536, 'state': 'COMMENTED'}, '201317388': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549569101, 'state': 'COMMENTED'}, '201511100': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1549617729, 'state': 'COMMENTED'}, '201629070': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549635440, 'state': 'COMMENTED'}, '201823136': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549664077, 'state': 'COMMENTED'}, '202252559': {'author': 'durandom', 'words_count': 8, 'submitted_at': 1549904344, 'state': 'APPROVED'}, '209464577': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1551424398, 'state': 'COMMENTED'}, '209464744': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1551424434, 'state': 'COMMENTED'}, '209465264': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1551424545, 'state': 'COMMENTED'}, '209470556': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1551425587, 'state': 'COMMENTED'}, '209847431': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551489347, 'state': 'COMMENTED'}, '209847647': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551489566, 'state': 'COMMENTED'}, '209847756': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551489676, 'state': 'COMMENTED'}, '209847782': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551489695, 'state': 'COMMENTED'}, '209886397': {'author': 'durandom', 'words_count': 39, 'submitted_at': 1551561802, 'state': 'CHANGES_REQUESTED'}, '210277185': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551717852, 'state': 'COMMENTED'}, '210286644': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551719106, 'state': 'COMMENTED'}, '210286753': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551719122, 'state': 'COMMENTED'}, '210286956': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551719150, 'state': 'COMMENTED'}, '210294184': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1551720113, 'state': 'COMMENTED'}, '210534979': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1551769217, 'state': 'APPROVED'}}",[]
177,sesheta,1548255568,vpavlin,1551435350.0,['bot'],{'vpavlin': 2},AICoE/log-anomaly-detector,PullRequest,XL,,1.0,[],{},[]
178,zak-hassan-hs,1548164918,zak-hassan-hs,1549401934.0,[],"{'durandom': 23, 'zak-hassan-hs': 117, 'vpavlin': 31}",AICoE/log-anomaly-detector,PullRequest,M,,6.0,[],"{'195536225': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1548248816, 'state': 'COMMENTED'}, '195537405': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1548248965, 'state': 'COMMENTED'}, '195646793': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1548260737, 'state': 'COMMENTED'}, '195647275': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1548260800, 'state': 'COMMENTED'}, '195656165': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1548262002, 'state': 'COMMENTED'}, '195656306': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1548262024, 'state': 'COMMENTED'}, '195670650': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1548263944, 'state': 'COMMENTED'}, '195671322': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1548264034, 'state': 'COMMENTED'}, '195905361': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1548315561, 'state': 'COMMENTED'}, '196283214': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1548365649, 'state': 'COMMENTED'}, '196289799': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1548366824, 'state': 'COMMENTED'}, '200227640': {'author': 'vpavlin', 'words_count': 1, 'submitted_at': 1549387019, 'state': 'COMMENTED'}, '200232297': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549387624, 'state': 'COMMENTED'}, '200324293': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549400271, 'state': 'COMMENTED'}, '200324594': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549400315, 'state': 'COMMENTED'}, '200325113': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1549400395, 'state': 'COMMENTED'}}",[]
